# OpenSignals Text File Format. Version 1
# {"98:D3:C1:FD:30:7B": {"position": 0, "device": "bitalino_rev", "device name": "98:D3:C1:FD:30:7B", "device connection": "BTH98:D3:C1:FD:30:7B", "sampling rate": 100, "resolution": [4, 1, 1, 1, 1, 10], "firmware version": 1282, "comments": "", "keywords": "", "mode": 2, "sync interval": 2, "date": "2024-12-12", "time": "22:10:29.143", "channels": [4], "sensor": ["EEGBITREV"], "label": ["A4"], "column": ["nSeq", "I1", "I2", "O1", "O2", "A4"], "special": [{}], "digital IO": [0, 0, 1, 1]}}
# EndOfHeader
5	0	0	1	1	442	
6	0	0	1	1	457	
7	0	0	1	1	372	
8	0	0	1	1	441	
9	0	0	1	1	415	
10	0	0	1	1	395	
11	0	0	1	1	415	
12	0	0	1	1	438	
13	0	0	1	1	448	
14	0	0	1	1	520	
15	0	0	1	1	332	
0	0	0	1	1	315	
1	0	0	1	1	151	
2	0	0	1	1	188	
3	0	0	1	1	256	
4	0	0	1	1	274	
5	0	0	1	1	272	
6	0	0	1	1	318	
7	0	0	1	1	309	
8	0	0	1	1	289	
9	0	0	1	1	318	
10	0	0	1	1	212	
11	0	0	1	1	305	
12	0	0	1	1	328	
13	0	0	1	1	345	
14	0	0	1	1	332	
15	0	0	1	1	381	
0	0	0	1	1	366	
1	0	0	1	1	393	
2	0	0	1	1	405	
3	0	0	1	1	435	
4	0	0	1	1	447	
5	0	0	1	1	447	
6	0	0	1	1	443	
7	0	0	1	1	459	
8	0	0	1	1	506	
9	0	0	1	1	502	
10	0	0	1	1	446	
11	0	0	1	1	387	
12	0	0	1	1	419	
13	0	0	1	1	400	
14	0	0	1	1	437	
15	0	0	1	1	504	
0	0	0	1	1	518	
1	0	0	1	1	335	
2	0	0	1	1	546	
3	0	0	1	1	643	
4	0	0	1	1	710	
5	0	0	1	1	740	
6	0	0	1	1	741	
7	0	0	1	1	747	
8	0	0	1	1	838	
9	0	0	1	1	723	
10	0	0	1	1	651	
11	0	0	1	1	628	
12	0	0	1	1	607	
13	0	0	1	1	554	
14	0	0	1	1	499	
15	0	0	1	1	564	
0	0	0	1	1	484	
1	0	0	1	1	527	
2	0	0	1	1	462	
3	0	0	1	1	491	
4	0	0	1	1	434	
5	0	0	1	1	384	
6	0	0	1	1	381	
7	0	0	1	1	414	
8	0	0	1	1	363	
9	0	0	1	1	404	
10	0	0	1	1	350	
11	0	0	1	1	279	
12	0	0	1	1	282	
13	0	0	1	1	339	
14	0	0	1	1	316	
15	0	0	1	1	341	
0	0	0	1	1	285	
1	0	0	1	1	344	
2	0	0	1	1	214	
3	0	0	1	1	303	
4	0	0	1	1	240	
5	0	0	1	1	273	
6	0	0	1	1	263	
7	0	0	1	1	289	
8	0	0	1	1	279	
9	0	0	1	1	308	
10	0	0	1	1	196	
11	0	0	1	1	369	
12	0	0	1	1	288	
13	0	0	1	1	321	
14	0	0	1	1	285	
15	0	0	1	1	341	
0	0	0	1	1	286	
1	0	0	1	1	386	
2	0	0	1	1	335	
3	0	0	1	1	362	
4	0	0	1	1	440	
5	0	0	1	1	342	
6	0	0	1	1	206	
7	0	0	1	1	188	
8	0	0	1	1	87	
9	0	0	1	1	0	
10	0	0	1	1	0	
11	0	0	1	1	0	
12	0	0	1	1	61	
13	0	0	1	1	209	
14	0	0	1	1	93	
15	0	0	1	1	179	
0	0	0	1	1	193	
1	0	0	1	1	235	
2	0	0	1	1	273	
3	0	0	1	1	300	
4	0	0	1	1	236	
5	0	0	1	1	360	
6	0	0	1	1	205	
7	0	0	1	1	303	
8	0	0	1	1	197	
9	0	0	1	1	340	
10	0	0	1	1	303	
11	0	0	1	1	384	
12	0	0	1	1	379	
13	0	0	1	1	436	
14	0	0	1	1	335	
15	0	0	1	1	395	
0	0	0	1	1	320	
1	0	0	1	1	369	
2	0	0	1	1	363	
3	0	0	1	1	466	
4	0	0	1	1	470	
5	0	0	1	1	539	
6	0	0	1	1	473	
7	0	0	1	1	334	
8	0	0	1	1	305	
9	0	0	1	1	387	
10	0	0	1	1	427	
11	0	0	1	1	446	
12	0	0	1	1	657	
13	0	0	1	1	312	
14	0	0	1	1	543	
15	0	0	1	1	688	
0	0	0	1	1	475	
1	0	0	1	1	424	
2	0	0	1	1	355	
3	0	0	1	1	451	
4	0	0	1	1	478	
5	0	0	1	1	561	
6	0	0	1	1	347	
7	0	0	1	1	593	
8	0	0	1	1	390	
9	0	0	1	1	462	
10	0	0	1	1	429	
11	0	0	1	1	611	
12	0	0	1	1	384	
13	0	0	1	1	429	
14	0	0	1	1	323	
15	0	0	1	1	431	
0	0	0	1	1	332	
1	0	0	1	1	544	
2	0	0	1	1	328	
3	0	0	1	1	436	
4	0	0	1	1	383	
5	0	0	1	1	356	
6	0	0	1	1	201	
7	0	0	1	1	374	
8	0	0	1	1	398	
9	0	0	1	1	415	
10	0	0	1	1	253	
11	0	0	1	1	384	
12	0	0	1	1	259	
13	0	0	1	1	414	
14	0	0	1	1	301	
15	0	0	1	1	398	
0	0	0	1	1	362	
1	0	0	1	1	370	
2	0	0	1	1	300	
3	0	0	1	1	539	
4	0	0	1	1	299	
5	0	0	1	1	352	
6	0	0	1	1	168	
7	0	0	1	1	441	
8	0	0	1	1	510	
9	0	0	1	1	327	
10	0	0	1	1	521	
11	0	0	1	1	337	
12	0	0	1	1	212	
13	0	0	1	1	740	
14	0	0	1	1	165	
15	0	0	1	1	459	
0	0	0	1	1	238	
1	0	0	1	1	430	
2	0	0	1	1	229	
3	0	0	1	1	423	
4	0	0	1	1	342	
5	0	0	1	1	350	
6	0	0	1	1	373	
7	0	0	1	1	481	
8	0	0	1	1	405	
9	0	0	1	1	343	
10	0	0	1	1	266	
11	0	0	1	1	802	
12	0	0	1	1	258	
13	0	0	1	1	400	
14	0	0	1	1	400	
15	0	0	1	1	448	
0	0	0	1	1	312	
1	0	0	1	1	508	
2	0	0	1	1	458	
3	0	0	1	1	499	
4	0	0	1	1	237	
5	0	0	1	1	279	
6	0	0	1	1	313	
7	0	0	1	1	519	
8	0	0	1	1	317	
9	0	0	1	1	483	
10	0	0	1	1	251	
11	0	0	1	1	307	
12	0	0	1	1	208	
13	0	0	1	1	428	
14	0	0	1	1	232	
15	0	0	1	1	444	
0	0	0	1	1	278	
1	0	0	1	1	526	
2	0	0	1	1	272	
3	0	0	1	1	462	
4	0	0	1	1	253	
5	0	0	1	1	465	
6	0	0	1	1	236	
7	0	0	1	1	377	
8	0	0	1	1	393	
9	0	0	1	1	598	
10	0	0	1	1	338	
11	0	0	1	1	323	
12	0	0	1	1	431	
13	0	0	1	1	456	
14	0	0	1	1	283	
15	0	0	1	1	510	
0	0	0	1	1	382	
1	0	0	1	1	490	
2	0	0	1	1	245	
3	0	0	1	1	448	
4	0	0	1	1	223	
5	0	0	1	1	389	
6	0	0	1	1	236	
7	0	0	1	1	591	
8	0	0	1	1	261	
9	0	0	1	1	294	
10	0	0	1	1	290	
11	0	0	1	1	675	
12	0	0	1	1	254	
13	0	0	1	1	394	
14	0	0	1	1	265	
15	0	0	1	1	577	
0	0	0	1	1	487	
1	0	0	1	1	430	
2	0	0	1	1	208	
3	0	0	1	1	497	
4	0	0	1	1	296	
5	0	0	1	1	415	
6	0	0	1	1	348	
7	0	0	1	1	460	
8	0	0	1	1	469	
9	0	0	1	1	651	
10	0	0	1	1	191	
11	0	0	1	1	402	
12	0	0	1	1	413	
13	0	0	1	1	491	
14	0	0	1	1	472	
15	0	0	1	1	440	
0	0	0	1	1	434	
1	0	0	1	1	657	
2	0	0	1	1	193	
3	0	0	1	1	813	
4	0	0	1	1	402	
5	0	0	1	1	521	
6	0	0	1	1	400	
7	0	0	1	1	322	
8	0	0	1	1	311	
9	0	0	1	1	591	
10	0	0	1	1	458	
11	0	0	1	1	508	
12	0	0	1	1	499	
13	0	0	1	1	631	
14	0	0	1	1	374	
15	0	0	1	1	505	
0	0	0	1	1	462	
1	0	0	1	1	217	
2	0	0	1	1	179	
3	0	0	1	1	486	
4	0	0	1	1	216	
5	0	0	1	1	558	
6	0	0	1	1	401	
7	0	0	1	1	335	
8	0	0	1	1	609	
9	0	0	1	1	165	
10	0	0	1	1	237	
11	0	0	1	1	634	
12	0	0	1	1	595	
